"2017,1,1,4072.5,4036.3,3791.5,3642.7,3481.1,3369.1,3274.7,3210.7,3140.2,3216.3,3131.6,3117.8,3135.8,3144.5,3258,3387.7,3377.1,3367.6,3533.4,3661.2,3899.9,4197.6,4305.4,4428.3,4495.8,4639,4678.6,4624.3,4670.6,4662.9,4608.2,4691.7,4955.4,5220.5,5343.5,5321,5314.8,5193.5,5123.3,5009.4,4894.7,4767.5,4703.8,4583.9,4352.6,4241.2,4186.7,4128.5"
"2017,1,2,3969.8,3776.6,3714,3423.1,3365,3199.3,3174,3121.9,3051.1,3103.1,3143,3129.4,3232.4,3302.6,3535.5,3761.2,3847.2,4042.8,4282.1,4505.4,4712.6,4873.8,4941.1,4953.5,4918.5,4957.6,4928,4845.4,4794.7,4795.9,4764.8,4771.9,4952.3,5444.2,5843.8,5873.1,5885.4,5540.9,5273.2,5352.6,5244.5,5106.2,4962.8,4710.8,4471,4368.9,4399.7,4190.5"
"2017,1,3,3916.5,3849.3,3679.5,3476.8,3383.1,3302.4,3210.8,3147.6,3103.3,3127.5,3236.2,3229.5,3315.3,3317.3,3428.9,3558.4,3770.9,3947.9,4093.3,4338.6,4507.1,4644.6,4734,4806.1,4867.2,4944,5028,5011.5,4997.4,5011.5,4940.8,5014.1,5189.9,5541.9,5842,5870.6,5779.9,5694.6,5519.1,5167.5,4975,4873.3,4651.2,4471.8,4293.6,4237.1,4235.1,4192.2"
"2017,1,4,4120.6,4009.9,3864.3,3751,3576.7,3447.5,3332,3245.8,3178.6,3107.9,3073.1,2977.8,3099.9,3075.7,3100.4,3064.9,2988.4,3125.4,3178,3384.4,3678.6,3935.1,4214.2,4310,4559.2,4737.3,4735.7,4766.8,4709.8,4655,4654,4625.3,4764.1,4924.9,5231.1,5276.8,5210.9,5166.7,4984.9,4890.3,4835.9,4654.9,4571.6,4444,4284.1,4195.2,4179.7,4097.2"
"2017,1,5,3909.8,3717.8,3540.2,3377.3,3352.1,3167.5,3174.9,3109.4,3091.7,3064.1,3108.8,3136.6,3359.8,3386.1,3743.7,4034.2,4192.9,4357,4572.2,4806.5,4973.2,5040.6,5175.4,5236.6,5268.3,5329.3,5315.8,5262.8,5282.3,5245,5296.7,5373.9,5628,5891.7,6246.3,6339.8,6318.8,6188.2,6004.7,5836.7,5556.1,5470.6,5183.3,5045.4,4760.9,4590.5,4737.4,4476.9"
"2017,1,6,4261.9,4025,3835.2,3651.2,3535.4,3516.1,3473.5,3434,3418.7,3316.7,3376.5,3437.8,3520.9,3647,3958.3,4198.6,4433.9,4568.8,4841.6,4958.5,5158.9,5222,5338.6,5409.5,5431.7,5483.6,5461.8,5421.2,5397.4,5323.1,5323.3,5354.6,5483.5,5821.1,6132.3,6309.7,6214.1,6102.8,5961,5795.9,5609.8,5358.1,5200.6,4986.4,4785.8,4642.4,4833.2,4535.8"
"2017,1,7,4320.2,4160.2,3919.1,3706.9,3634.2,3481.7,3424.1,3361.5,3287,3308.9,3293.9,3314.4,3373.9,3402.6,3527.6,3644.9,3728.3,3851.2,4119.1,4283.1,4547.3,4657.3,4758.2,4864.3,4915.4,4907.3,4925.9,4869.7,4794.6,4750.6,4768.2,4848.7,5000.1,5281.2,5809.3,5989.7,5931.1,5847.2,5657.3,5436.4,5371.5,5080.6,4949.2,4815.2,4683.8,4557,4520,4499.7"
"2017,1,8,4237.6,4090.2,3880.5,3724.9,3554.6,3395.2,3287.9,3189.9,3171.8,3185.8,3117.8,3092.1,3165.7,3164.5,3232.8,3271.3,3329.3,3444.8,3694.6,3893.5,4104.6,4266.1,4452.7,4677.5,4846,4944.9,4995.7,4960.7,4908.1,4845.4,4849.1,4916.5,5071.6,5273.3,5530.9,5687.4,5648.3,5578.7,5431.6,5235.5,5125.3,5005.4,4816.7,4647.6,4562.9,4300.1,4289.8,4110.6"
"2017,1,9,3912.1,3671.2,3541.9,3451.8,3347.4,3208.2,3171.5,3141,3184,3171.9,3182.7,3174.4,3521.7,3810.4,4194.7,4662.4,4969.2,5033.2,5135.4,5284.9,5361,5382.8,5420.8,5434.3,5453.6,5498.2,5440.1,5394,5360.6,5358.2,5398.2,5486,5687.7,5993.3,6361.3,6503.2,6457.9,6275.4,6057.9,5876.5,5700.9,5495.3,5315,5052.8,4820.1,4683.7,4606.5,4373.6"
"2017,1,10,4103.1,3890.3,3766.2,3640.6,3550.8,3437.1,3427.2,3391,3386.3,3351.9,3375.4,3400.3,3680.6,3892.5,4332.7,4819.7,5112.6,5183.7,5197.5,5314.1,5365.1,5345.3,5376.4,5395.8,5461.7,5496.6,5428,5363.9,5400.9,5333.4,5393.7,5481.6,5677.3,6004.7,6330.1,6494.5,6402.4,6214,6061.2,5908.5,5707.3,5607.9,5354.8,5110.4,4851.6,4709.4,4574.4,4360.3"
"2017,1,11,4110.2,3906.1,3739.5,3633.3,3598.3,3473.1,3455.2,3440.6,3438.3,3411,3420.3,3533,3679.7,3891.4,4428.2,4820.1,5224.7,5233.9,5305.3,5379.8,5405.2,5456.4,5445.9,5463.3,5475.3,5541.4,5492.2,5446.5,5450.5,5459.3,5557.1,5639.7,5878.7,6160.6,6421.7,6584.1,6477.1,6287.8,6126.4,5962.3,5816,5686.5,5486.3,5234.9,4979,4744.7,4718.4,4483.5"
"2017,1,12,4274.1,4020.8,3879.8,3770,3663.5,3555.7,3557.7,3421.5,3489.3,3536.3,3444.4,3557.4,3709.4,3936.2,4533.7,4870.2,5279.8,5245.9,5323.2,5400.9,5450.5,5454.2,5435.4,5449,5443.3,5470.9,5423.9,5336.3,5324.4,5286.5,5347,5403.4,5620.7,5875.6,6315,6489.1,6429.5,6291.8,6107,5972.5,5819.7,5619.8,5467.7,5219.4,4963.7,4760.2,4679.3,4517.3"
"2017,1,13,4305.3,4104.7,3810,3751.5,3646.2,3540.4,3558.5,3502.2,3450.7,3447,3503.9,3496.9,3777.1,3950.7,4496.6,4825.8,5187.3,5298.2,5380.4,5417.9,5458.3,5525.8,5545.1,5558.2,5575.1,5563.2,5482.2,5353.9,5362.2,5358.4,5364.3,5425.1,5579.2,5780,6161.8,6328.4,6307.6,6122,5995,5823.6,5658.4,5490,5298.6,5094.3,4899.5,4791.4,4722.5,4665.9"
"2017,1,14,4393.5,4153.1,3995.3,3846.1,3709.2,3636.9,3579.9,3509.6,3412.7,3376.7,3366.8,3439.5,3526.1,3538.6,3735.6,3832.8,3901.8,4139.8,4293.6,4610,4769.8,4871.4,4986.5,4996.5,5045.1,5093.5,5045.9,4940.6,4889.4,4824.5,4812.7,4838,4915.5,5299.2,5768.2,5966,5900.1,5761,5673.3,5494.5,5317,5099.7,4985.2,4814.9,4569.8,4532.7,4514.2,4404.6"
